"psi","vx","vy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.7943101,0.98997613,0.0091168785,1,1.59,2,1.59,0
1.7963511,0.98545578,0.0086984951,1,1.592,2,1.592,0
1.7983921,0.98093542,0.0082801116,1,1.594,2,1.594,0
1.8004286,0.97649204,0.0082647638,1,1.596,2,1.596,0
1.8024634,0.97207777,0.0084032851,1,1.598,2,1.598,0
1.8044981,0.96766377,0.0085417982,1,1.6,2,1.6,0
1.8065328,0.96324976,0.0086803113,1,1.602,2,1.602,0
1.8085675,0.95883576,0.0088188244,1,1.604,2,1.604,0
1.8106023,0.95442175,0.0089573374,1,1.6059999,2,1.6059999,0
1.8125353,0.95000683,0.0089286378,1,1.608,2,1.608,0
1.814288,0.945591,0.0086040393,1,1.61,2,1.61,0
1.8160407,0.94117518,0.0082794407,1,1.612,2,1.612,0
1.8177935,0.93675935,0.0079548421,1,1.614,2,1.614,0
1.8195463,0.93234327,0.0076302242,1,1.6160001,2,1.6160001,0
1.8212993,0.92793556,0.0073154517,1,1.618,2,1.618,0
1.8230635,0.92386111,0.0074039383,1,1.62,2,1.62,0
1.8248278,0.91978665,0.0074924248,1,1.622,2,1.622,0
1.826592,0.9157122,0.0075809114,1,1.624,2,1.624,0
1.8283563,0.9116375,0.0076694032,1,1.626,2,1.626,0
1.8301205,0.90756305,0.0077578897,1,1.628,2,1.628,0
1.8318848,0.90348859,0.0078463763,1,1.63,2,1.63,0
1.833649,0.89941414,0.0079348628,1,1.632,2,1.632,0
1.8354132,0.89533968,0.0080233494,1,1.6339999,2,1.6339999,0
1.8371776,0.89126499,0.0081118412,1,1.636,2,1.636,0
1.8389418,0.88719053,0.0082003278,1,1.638,2,1.638,0
1.840706,0.88311608,0.0082888143,1,1.64,2,1.64,0
1.8424702,0.87904162,0.0083773008,1,1.642,2,1.642,0
1.8442346,0.87496693,0.0084657927,1,1.6440001,2,1.6440001,0
1.8459988,0.87089247,0.0085542792,1,1.646,2,1.646,0
1.847763,0.86681802,0.0086427658,1,1.648,2,1.648,0
1.8495273,0.86274356,0.0087312523,1,1.65,2,1.65,0
1.8512915,0.85866911,0.0088197389,1,1.652,2,1.652,0
1.8530558,0.85459441,0.0089082307,1,1.654,2,1.654,0
1.85482,0.85051996,0.0089967172,1,1.656,2,1.656,0
1.8565843,0.8464455,0.0090852038,1,1.658,2,1.658,0
1.8583485,0.84237105,0.0091736903,1,1.66,2,1.66,0
1.8601127,0.83829659,0.0092621769,1,1.6619999,2,1.6619999,0
1.8618771,0.8342219,0.0093506687,1,1.664,2,1.664,0
1.8636413,0.83014744,0.0094391553,1,1.666,2,1.666,0
1.8654055,0.82607299,0.0095276418,1,1.668,2,1.668,0
1.8671697,0.82199853,0.0096161283,1,1.67,2,1.67,0
1.8689341,0.81792384,0.0097046202,1,1.6720001,2,1.6720001,0
1.8706983,0.81384938,0.0097931067,1,1.674,2,1.674,0
1.8724625,0.80977493,0.0098815933,1,1.676,2,1.676,0
1.8741351,0.80547456,0.0096607659,1,1.678,2,1.678,0
1.8756429,0.80076792,0.0088836677,1,1.6799999,2,1.6799999,0
1.8771508,0.79606099,0.0081065231,1,1.682,2,1.682,0
1.8786586,0.79135435,0.0073294249,1,1.684,2,1.684,0
1.8801663,0.7866477,0.0065523267,1,1.686,2,1.686,0
1.8816741,0.78194106,0.0057752284,1,1.688,2,1.688,0
1.883182,0.77723414,0.0049980839,1,1.6900001,2,1.6900001,0
1.8846898,0.77252749,0.0042209856,1,1.692,2,1.692,0
1.8861975,0.76782085,0.0034438874,1,1.694,2,1.694,0
1.8877053,0.7631142,0.0026667892,1,1.696,2,1.696,0
1.8892131,0.75840756,0.0018896909,1,1.698,2,1.698,0
1.890721,0.75370063,0.0011125464,1,1.7,2,1.7,0
1.8922287,0.74899399,0.00033544812,1,1.702,2,1.702,0
1.8937365,0.74428734,-0.00044165011,1,1.704,2,1.704,0
1.8952443,0.7395807,-0.0012187483,1,1.706,2,1.706,0
1.8967521,0.73487405,-0.0019958466,1,1.7079999,2,1.7079999,0
1.89826,0.73016713,-0.0027729911,1,1.71,2,1.71,0
1.8997677,0.72546048,-0.0035500894,1,1.712,2,1.712,0
1.9012755,0.72075384,-0.0043271876,1,1.714,2,1.714,0
1.9026439,0.7158953,-0.0048457611,1,1.716,2,1.716,0
1.9039683,0.7109885,-0.0052827385,1,1.7180001,2,1.7180001,0
1.9052927,0.706082,-0.00571969,1,1.72,2,1.72,0
1.906617,0.7011755,-0.0061566414,1,1.722,2,1.722,0
1.9079414,0.696269,-0.0065935928,1,1.724,2,1.724,0
1.9092657,0.69136249,-0.0070305442,1,1.726,2,1.726,0
1.9105901,0.6864557,-0.0074675216,1,1.728,2,1.728,0
1.9119145,0.6815492,-0.0079044731,1,1.73,2,1.73,0
1.9132388,0.67664269,-0.0083414245,1,1.732,2,1.732,0
1.9145632,0.67173619,-0.0087783759,1,1.734,2,1.734,0
1.9158875,0.66682969,-0.0092153273,1,1.7359999,2,1.7359999,0
1.917212,0.6619229,-0.0096523048,1,1.738,2,1.738,0
1.9185363,0.65701639,-0.010089256,1,1.74,2,1.74,0
1.9198607,0.65210989,-0.010526208,1,1.742,2,1.742,0
1.921185,0.64720339,-0.010963159,1,1.744,2,1.744,0
1.9225094,0.6422966,-0.011400136,1,1.7460001,2,1.7460001,0
1.9238338,0.63739009,-0.011837088,1,1.748,2,1.748,0
1.9251581,0.63248359,-0.012274039,1,1.75,2,1.75,0
1.9264825,0.62757709,-0.012710991,1,1.752,2,1.752,0
1.9278068,0.62267059,-0.013147942,1,1.7539999,2,1.7539999,0
1.9291313,0.61776379,-0.01358492,1,1.756,2,1.756,0
1.9304556,0.61285729,-0.014021871,1,1.758,2,1.758,0
1.93178,0.60795079,-0.014458822,1,1.76,2,1.76,0
1.9329484,0.60210645,-0.014441829,1,1.762,2,1.762,0
1.9341036,0.59618151,-0.014385992,1,1.7640001,2,1.7640001,0
1.9352587,0.59025693,-0.014330159,1,1.766,2,1.766,0
1.9364139,0.58433234,-0.014274326,1,1.768,2,1.768,0
1.937569,0.57840776,-0.014218494,1,1.77,2,1.77,0
1.9387241,0.57248318,-0.014162661,1,1.772,2,1.772,0
1.9398793,0.56655824,-0.014106824,1,1.774,2,1.774,0
1.9410344,0.56063366,-0.014050992,1,1.776,2,1.776,0
1.9421895,0.55470908,-0.013995159,1,1.778,2,1.778,0
1.9433446,0.54878449,-0.013939326,1,1.78,2,1.78,0
1.9444998,0.54285991,-0.013883493,1,1.7819999,2,1.7819999,0
1.945655,0.53693497,-0.013827657,1,1.784,2,1.784,0
1.9468101,0.53101039,-0.013771824,1,1.786,2,1.786,0
1.9479652,0.52508581,-0.013715991,1,1.788,2,1.788,0
1.9491203,0.51916122,-0.013660158,1,1.79,2,1.79,0
1.9502755,0.51323629,-0.013604322,1,1.7920001,2,1.7920001,0
1.9514306,0.5073117,-0.013548489,1,1.794,2,1.794,0
1.9525199,0.50162917,-0.013503539,1,1.796,2,1.796,0
1.9533689,0.49682976,-0.013498296,1,1.798,2,1.798,0
1.9542178,0.49203035,-0.013493053,1,1.8,2,1.8,0
1.9550669,0.48723065,-0.01348781,1,1.802,2,1.802,0
1.9559159,0.48243124,-0.013482567,1,1.804,2,1.804,0
1.9567648,0.47763183,-0.013477325,1,1.806,2,1.806,0
1.9576138,0.47283242,-0.013472082,1,1.808,2,1.808,0
1.9584628,0.468033,-0.013466839,1,1.8099999,2,1.8099999,0
1.9593118,0.46323331,-0.013461596,1,1.812,2,1.812,0
1.9601608,0.4584339,-0.013456353,1,1.814,2,1.814,0
1.9610098,0.45363449,-0.01345111,1,1.816,2,1.816,0
1.9618588,0.44883507,-0.013445867,1,1.818,2,1.818,0
1.9627078,0.44403538,-0.013440624,1,1.8200001,2,1.8200001,0
1.9635568,0.43923597,-0.013435382,1,1.822,2,1.822,0
1.9644058,0.43443655,-0.013430139,1,1.824,2,1.824,0
1.9652547,0.42963714,-0.013424896,1,1.826,2,1.826,0
1.9661037,0.42483773,-0.013419653,1,1.8279999,2,1.8279999,0
1.9669527,0.42003804,-0.01341441,1,1.83,2,1.83,0
1.9678017,0.41523862,-0.013409167,1,1.832,2,1.832,0
1.9686507,0.41043921,-0.013403925,1,1.834,2,1.834,0
1.9694997,0.4056398,-0.013398682,1,1.836,2,1.836,0
1.9703487,0.4008401,-0.013393439,1,1.8380001,2,1.8380001,0
1.971174,0.3960881,-0.013430225,1,1.84,2,1.84,0
1.9719989,0.3913371,-0.013467909,1,1.842,2,1.842,0
1.9728237,0.38658611,-0.013505592,1,1.844,2,1.844,0
1.9736485,0.38183511,-0.013543276,1,1.846,2,1.846,0
1.9744734,0.37708383,-0.013580962,1,1.848,2,1.848,0
1.9752982,0.37233284,-0.013618646,1,1.85,2,1.85,0
1.976084,0.36733174,-0.013643914,1,1.852,2,1.852,0
1.9767267,0.36141405,-0.013623682,1,1.854,2,1.854,0
1.9773694,0.35549637,-0.013603451,1,1.8559999,2,1.8559999,0
1.9780121,0.34957833,-0.013583218,1,1.858,2,1.858,0
1.9786548,0.34366065,-0.013562987,1,1.86,2,1.86,0
1.9792975,0.33774296,-0.013542755,1,1.862,2,1.862,0
1.9799402,0.33182528,-0.013522524,1,1.864,2,1.864,0
1.9805829,0.32590724,-0.013502291,1,1.8660001,2,1.8660001,0
1.9812256,0.31998956,-0.013482059,1,1.868,2,1.868,0
1.9818683,0.31407187,-0.013461828,1,1.87,2,1.87,0
1.982511,0.30815419,-0.013441596,1,1.872,2,1.872,0
1.9831537,0.3022365,-0.013421365,1,1.874,2,1.874,0
1.9837964,0.29631847,-0.013401132,1,1.876,2,1.876,0
1.9844391,0.29040078,-0.013380901,1,1.878,2,1.878,0
1.9850818,0.2844831,-0.013360669,1,1.88,2,1.88,0
1.9857245,0.27856541,-0.013340438,1,1.882,2,1.882,0
1.9863672,0.27264773,-0.013320206,1,1.8839999,2,1.8839999,0
1.9870099,0.26672969,-0.013299973,1,1.886,2,1.886,0
1.9876526,0.26081201,-0.013279742,1,1.888,2,1.888,0
1.9882953,0.25489433,-0.01325951,1,1.89,2,1.89,0
1.9888123,0.24838679,-0.012965538,1,1.892,2,1.892,0
1.9891779,0.24116832,-0.012341788,1,1.8940001,2,1.8940001,0
1.9895436,0.23395027,-0.011718074,1,1.896,2,1.896,0
1.9899092,0.22673222,-0.011094361,1,1.898,2,1.898,0
1.9902748,0.21951417,-0.010470647,1,1.9,2,1.9,0
1.9906404,0.21229613,-0.0098469337,1,1.902,2,1.902,0
1.9910061,0.20507765,-0.009223183,1,1.904,2,1.904,0
1.9913717,0.1978596,-0.0085994696,1,1.906,2,1.906,0
1.9917374,0.19064155,-0.0079757561,1,1.908,2,1.908,0
1.992103,0.18342351,-0.0073520426,1,1.91,2,1.91,0
1.9924686,0.17620546,-0.0067283291,1,1.9119999,2,1.9119999,0
1.9928343,0.16898698,-0.0061045784,1,1.914,2,1.914,0
1.9931999,0.16176893,-0.0054808649,1,1.916,2,1.916,0
1.9935655,0.15455089,-0.0048571514,1,1.918,2,1.918,0
1.9939312,0.14733284,-0.0042334379,1,1.92,2,1.92,0
1.9942968,0.14011436,-0.0036096872,1,1.9220001,2,1.9220001,0
1.9946624,0.13289631,-0.0029859738,1,1.924,2,1.924,0
1.9950277,0.12568379,-0.0023630695,1,1.926,2,1.926,0
1.9951621,0.12228698,-0.0022992036,1,1.928,2,1.928,0
1.9952965,0.11889016,-0.0022353377,1,1.9299999,2,1.9299999,0
1.9954309,0.11549314,-0.002171468,1,1.932,2,1.932,0
1.9955653,0.11209633,-0.002107602,1,1.934,2,1.934,0
1.9956997,0.10869951,-0.0020437361,1,1.936,2,1.936,0
1.9958341,0.1053027,-0.0019798702,1,1.938,2,1.938,0
1.9959684,0.10190568,-0.0019160005,1,1.9400001,2,1.9400001,0
1.9961028,0.098508862,-0.0018521346,1,1.942,2,1.942,0
1.9962372,0.095112047,-0.0017882686,1,1.944,2,1.944,0
1.9963716,0.091715231,-0.0017244027,1,1.946,2,1.946,0
1.996506,0.088318416,-0.0016605368,1,1.948,2,1.948,0
1.9966404,0.084921398,-0.0015966671,1,1.95,2,1.95,0
1.9967748,0.081524583,-0.0015328011,1,1.952,2,1.952,0
1.9969091,0.078127767,-0.0014689352,1,1.954,2,1.954,0
1.9970435,0.074730952,-0.0014050693,1,1.956,2,1.956,0
1.9971779,0.071334136,-0.0013412034,1,1.9579999,2,1.9579999,0
1.9973123,0.067937118,-0.0012773336,1,1.96,2,1.96,0
1.9974467,0.064540303,-0.0012134677,1,1.962,2,1.962,0
1.9975811,0.061143488,-0.0011496018,1,1.964,2,1.964,0
1.9977154,0.057746672,-0.0010857359,1,1.966,2,1.966,0
1.9978498,0.054349654,-0.0010218662,1,1.9680001,2,1.9680001,0
1.9979842,0.050952839,-0.00095800024,1,1.97,2,1.97,0
1.9981186,0.047556023,-0.00089413432,1,1.972,2,1.972,0
1.998253,0.044159208,-0.00083026839,1,1.974,2,1.974,0
1.9983874,0.040762393,-0.00076640247,1,1.976,2,1.976,0
1.9985218,0.037365375,-0.00070253275,1,1.978,2,1.978,0
1.9986561,0.033968559,-0.00063866682,1,1.98,2,1.98,0
1.9987905,0.030571744,-0.0005748009,1,1.982,2,1.982,0
1.9989249,0.027174928,-0.00051093498,1,1.984,2,1.984,0
1.9990593,0.023778113,-0.00044706906,1,1.9859999,2,1.9859999,0
1.9991937,0.020381095,-0.00038319933,1,1.988,2,1.988,0
1.9993281,0.01698428,-0.00031933341,1,1.99,2,1.99,0
1.9994625,0.013587464,-0.00025546749,1,1.992,2,1.992,0
1.9995968,0.010190649,-0.00019160157,1,1.994,2,1.994,0
1.9997312,0.0067936309,-0.00012773184,1,1.9960001,2,1.9960001,0
1.9998656,0.0033968154,-6.3865921e-05,1,1.998,2,1.998,0
2,0,0,1,2,2,2,0
